timestamp,reformattedDate,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
2018-12-14 01:09:19.648,181219003044648,18121401,XBTUSD,Buy,100,3264,PlusTick,826a30a7-f509-631e-d137-eb840c9a87c5,100,1
2018-12-14 01:12:17.690,181219003044648,18121401,XBTUSD,Buy,3250,3257,PlusTick,4385286c-3b38-fb66-0ad9-f6a9919efd4f,3350,2
2018-12-14 01:31:52.358,181219003044648,18121401,XBTUSD,Buy,9,3251,PlusTick,78b8f229-7cb4-84b0-6a81-cdbdb29ea78c,3359,3
2018-12-14 01:00:02.850,181219003044648,18121401,XBTUSD,Sell,9538,3267,ZeroMinusTick,3b8c8eed-611c-0661-d48a-77b10b628af0,12897,4
2018-12-14 01:00:03.555,181219003044648,18121401,XBTUSD,Buy,1,3267.5,ZeroPlusTick,1b69ff65-683d-f9b5-5ebd-aaec3df26018,12898,5
2018-12-14 01:00:03.716,181219003044648,18121401,XBTUSD,Buy,200,3267.5,ZeroPlusTick,fb0e6576-fe76-0988-7da7-7a1ebea5c76c,13098,6
2018-12-14 01:00:03.823,181219003044648,18121401,XBTUSD,Buy,300,3267.5,ZeroPlusTick,a3013500-e557-2d0f-0316-938914cbda25,13398,7
2018-12-14 01:00:03.876,181219003044648,18121401,XBTUSD,Buy,150,3267.5,ZeroPlusTick,40d8719a-ec3e-795a-256d-c082d84ac9d3,13548,8
2018-12-14 01:00:03.992,181219003044648,18121401,XBTUSD,Buy,300,3267.5,ZeroPlusTick,b1d5fbe1-a064-d060-b16c-ca34f378777d,13848,9
2018-12-14 01:00:04.017,181219003044648,18121401,XBTUSD,Buy,9000,3267.5,ZeroPlusTick,0882586a-a812-422f-37e8-0fbe4fa0cf7e,22848,10
2018-12-14 01:00:04.160,181219003044648,18121401,XBTUSD,Buy,778,3267.5,ZeroPlusTick,00dd3065-b01e-099b-b3f3-c5df5d2241ef,23626,11
2018-12-14 01:00:12.026,181219003044648,18121401,XBTUSD,Sell,652,3267,ZeroMinusTick,54f7b9b3-5965-18d5-be45-394c36db96cb,24278,12
2018-12-14 01:00:15.337,181219003044648,18121401,XBTUSD,Sell,4115,3267,MinusTick,2af7ab79-a8f9-8291-6238-f41232af2958,28393,13
2018-12-14 01:00:02.810,181219003044648,18121401,XBTUSD,Sell,2000,3267,MinusTick,52ee39fd-66f3-9c56-5435-d4d41ae5cfbb,30393,14
2018-12-14 01:00:03.310,181219003044648,18121401,XBTUSD,Buy,200,3267.5,ZeroPlusTick,cc819205-466d-4fac-866d-8b1fe3fb3681,30593,15
2018-12-14 01:00:03.352,181219003044648,18121401,XBTUSD,Buy,500,3267.5,ZeroPlusTick,3b2a6dce-2881-0778-1958-519f4981ee2b,31093,16
2018-12-14 01:00:03.380,181219003044648,18121401,XBTUSD,Buy,15,3267.5,ZeroPlusTick,8bff7db2-21f8-4097-7fd6-ef6dd60559dc,31108,17
2018-12-14 01:00:04.187,181219003044648,18121401,XBTUSD,Sell,3,3267,MinusTick,3ddcdf31-f5bb-d54c-0df7-7f6faff56e56,31111,18
2018-12-14 01:00:04.669,181219003044648,18121401,XBTUSD,Buy,200,3267.5,PlusTick,b1b5ec7c-8e63-fd26-4722-3d94883b0333,31311,19
2018-12-14 01:00:04.737,181219003044648,18121401,XBTUSD,Sell,1000,3267,MinusTick,9445977f-9a6a-d7c4-3c7f-28f407487113,32311,20
2018-12-14 01:00:04.766,181219003044648,18121401,XBTUSD,Buy,100,3267.5,PlusTick,2cac8970-5de9-2852-598a-e371e8d17394,32411,21
2018-12-14 01:00:12.026,181219003044648,18121401,XBTUSD,Sell,41,3267,MinusTick,c15f3bd0-d7ec-ddf4-7ce7-1b34cc7f3419,32452,22
2018-12-14 01:00:24.010,181219003044648,18121401,XBTUSD,Sell,5,3267,ZeroMinusTick,247d74f5-d32e-1044-4f76-06758c9fdb85,32457,23
2018-12-14 01:00:26.488,181219003044648,18121401,XBTUSD,Sell,20,3267,ZeroMinusTick,66874ab9-7f34-7e06-e046-34f26b74fd9a,32477,24
2018-12-14 01:00:02.876,181219003044648,18121401,XBTUSD,Buy,111,3267.5,PlusTick,dc38c2d1-9205-3e5c-3eb9-c12be7d832b6,32588,25
2018-12-14 01:00:03.000,181219003044648,18121401,XBTUSD,Buy,1000,3267.5,ZeroPlusTick,4d116e1f-a38a-0510-b0e9-c873134d1106,33588,26
